flowId,nodeType,throughput,packetLoss,delay
1,wireless,91896.14,0.00,0.01
2,wireless,75525.38,0.00,0.01
3,wireless,91518.12,0.00,0.01
4,wireless,68837.48,0.00,0.04
5,wireless,78218.65,0.00,0.02
6,wireless,101697.87,0.00,0.01
7,wireless,4624.19,0.00,0.01
8,wireless,74442.32,0.00,0.02
